lon		lat
110.9192366	19.63904934
110.919237	19.63904946
110.9192372	19.6390497
110.9192374	19.63904958
110.9192375	19.63904957
110.9192367	19.63904982
110.919236	19.63904995
110.9192362	19.6390498
110.9192371	19.63904983
110.9192373	19.63904981
110.9192369	19.63904959
110.9192364	19.63904948
110.919237	19.63904929
110.9192372	19.63904951
110.9192364	19.63904994
110.9192352	19.63905012
110.9192352	19.63904983
110.9192362	19.63904995
110.9192374	19.63904995
110.9192375	19.63904984
110.9192366	19.63904997
110.9192357	19.63905
110.919236	19.63904972
110.919237	19.6390496
110.9192368	19.63904956
110.9192362	19.63904959
110.9192367	19.63904999
110.9192372	19.63904988
110.919237	19.63905001
110.9192367	19.63905013
110.9192362	19.63904994
110.9192363	19.63904959
110.9192368	19.63904969
110.9192371	19.63905024
110.9192368	19.63905015
110.9192364	19.63904994
110.9192361	19.63905002
110.9192363	19.63904999
110.9192369	19.6390499
110.9192378	19.63905002
110.9192373	19.63905051
110.9192361	19.6390501
110.9192357	19.63904938
110.9192364	19.6390495
110.9192371	19.63904993
110.9192374	19.63905027
110.9192371	19.63905032
110.9192365	19.63905001
110.9192363	19.63904959
110.9192365	19.63904947
110.9192375	19.63904996
110.9192375	19.63904996
110.9192371	19.6390501
110.9192363	19.63904977
110.9192362	19.63904968
110.9192368	19.63904976
110.9192371	19.6390499
110.9192368	19.63905002
110.9192363	19.6390498
110.9192363	19.63904962
110.9192367	19.63904977
110.9192369	19.63905018
110.919236	19.63904996
110.919236	19.63904956
110.9192366	19.63904997
110.9192374	19.63905086
110.9192374	19.63905061
110.9192371	19.63904998
110.919237	19.63905002
110.9192372	19.63904985
110.9192372	19.63905001
110.9192372	19.63905019
110.9192366	19.63905035
110.9192359	19.63905012
110.919236	19.63904974
110.9192363	19.63904921
110.9192369	19.63904921
110.9192376	19.63904974
110.9192378	19.63904974
110.9192374	19.63904918
110.9192364	19.63904959
110.9192361	19.63905038
110.9192365	19.63905024
110.9192372	19.63904979
110.9192371	19.63904985
110.9192371	19.63905049
110.9192371	19.63905049
110.9192379	19.63904978
110.9192376	19.63904949
110.9192367	19.63904973
110.9192368	19.63904991
110.9192372	19.6390499
110.9192371	19.63905002
110.9192378	19.63905039
110.919237	19.63904979
110.9192368	19.6390495
110.9192372	19.63904916
110.9192375	19.63904929
110.9192373	19.63904962
110.9192365	19.63904957
110.919236	19.63904888
110.9192361	19.63904876
110.9192364	19.6390496
110.9192373	19.63905037
110.9192372	19.63904996
110.919237	19.63904948
110.919237	19.63904986
110.9192368	19.63905051
110.9192366	19.63905028
110.9192369	19.63904961
110.919237	19.63904953
110.9192368	19.63905008
110.9192368	19.63905065
110.9192369	19.63905043
110.9192368	19.6390497
110.9192372	19.63904946
110.9192378	19.6390501
110.9192375	19.63905054
110.9192369	19.63905016
110.919237	19.63904985
110.9192375	19.63904998
110.9192374	19.63904998
110.9192368	19.63904981
110.919236	19.63904984
110.9192362	19.63904998
110.9192367	19.63904987
110.919237	19.63904964
110.9192368	19.63904969
110.9192366	19.63904991
110.9192365	19.63904989
110.9192366	19.63904959
110.919237	19.63904915
110.9192372	19.63904915
110.9192371	19.63904968
110.9192368	19.63905025
110.9192367	19.63905025
110.9192368	19.63904976
110.9192366	19.63904968
110.9192367	19.63905019
110.9192374	19.63905091
110.9192374	19.63905073
110.919237	19.63904991
110.9192368	19.63904945
110.9192371	19.63904942
110.9192379	19.63905002
110.919238	19.6390502
110.9192373	19.63904988
110.9192364	19.63904945
110.9192364	19.63904953
110.9192373	19.63904995
110.9192381	19.63905047
110.919238	19.63905025
110.9192372	19.6390493
110.9192367	19.63904905
110.9192367	19.63904964
110.9192371	19.63904997
110.9192375	19.63904978
110.9192374	19.63904966
110.919237	19.63905001
110.9192369	19.63905018
110.9192371	19.63904986
110.9192373	19.63904912
110.9192369	19.63904896
110.9192364	19.63904973
110.9192365	19.6390502
110.9192367	19.63905025
110.9192371	19.6390499
110.9192376	19.63904968
110.9192377	19.63904993
110.9192368	19.63905032
110.9192361	19.63904998
110.9192364	19.63904961
110.9192372	19.6390499
110.9192375	19.63905032
110.919237	19.63905003
110.9192362	19.63904959
110.9192366	19.63904958
110.919237	19.63905004
110.9192374	19.63905023
