X	Y
493867.256058038 	2174305.162211940 
493867.214131679 	2174305.173291940 
493867.203654841 	2174305.189893920 
493867.224614980 	2174305.175501450 
493867.266537157 	2174305.152249310 
493867.266540199 	2174305.161101780 
493867.193173822 	2174305.194323760 
493867.130274776 	2174305.183279780 
493867.172201135 	2174305.172199790 
493867.245579680 	2174305.174387690 
493867.308480244 	2174305.189857900 
493867.256074007 	2174305.208687410 
493867.172213303 	2174305.207609670 
493867.140757699 	2174305.184382740 
493867.193164316 	2174305.166659790 
493867.277026922 	2174305.173270330 
493867.298002647 	2174305.204246770 
493867.214158295 	2174305.250751060 
493867.172217866 	2174305.220888380 
493867.161725820 	2174305.193228010 
493867.214145748 	2174305.214234620 
493867.287544822 	2174305.276176700 
493867.277068747 	2174305.294991800 
493867.193193214 	2174305.250758260 
493867.109310837 	2174305.186606660 
493867.182698124 	2174305.214245420 
493867.224635512 	2174305.235255630 
493867.203682978 	2174305.271779280 
493867.140790779 	2174305.280653360 
493867.172226991 	2174305.247445790 
493867.235112728 	2174305.219760210 
493867.266543241 	2174305.169954250 
493867.214121413 	2174305.143414850 
493867.182662383 	2174305.110228890 
493867.193164696 	2174305.167766350 
493867.224629809 	2174305.218657250 
493867.277038709 	2174305.207573650 
493867.339914180 	2174305.150010980 
493867.392309392 	2174305.099091260 
493867.402789651 	2174305.092448300 
493867.297990100 	2174305.167730330 
493867.235124135 	2174305.252956970 
493867.235107024 	2174305.203161820 
493867.161702245 	2174305.124621360 
493867.119775126 	2174305.133488240 
493867.203674993 	2174305.248541540 
493867.266582784 	2174305.285036380 
493867.203633548 	2174305.127926630 
493867.182647554 	2174305.067073090 
493867.182678733 	2174305.157810920 
493867.214141185 	2174305.200955910 
493867.193170019 	2174305.183258170 
493867.193170019 	2174305.183258170 
493867.182677212 	2174305.153384680 
493867.298016715 	2174305.245189450 
493867.298025461 	2174305.270640310 
493867.224632470 	2174305.226403160 
493867.182670748 	2174305.134573180 
493867.203634689 	2174305.131246300 
493867.224613839 	2174305.172181780 
493867.235097138 	2174305.174391290 
493867.193155190 	2174305.140102380 
493867.130253482 	2174305.121312480 
493867.098816890 	2174305.153413500 
493867.151231113 	2174305.157821730 
493867.277010572 	2174305.125688290 
493867.287501856 	2174305.151135550 
493867.182690520 	2174305.192114240 
493867.161717074 	2174305.167777150 
493867.203635449 	2174305.133459420 
493867.297989719 	2174305.166623770 
493867.297995423 	2174305.183222150 
493867.256061080 	2174305.171064410 
493867.182674170 	2174305.144532210 
493867.172203417 	2174305.178839140 
493867.224630569 	2174305.220870370 
493867.318982177 	2174305.246288810 
493867.245597171 	2174305.225289400 
493867.025441767 	2174305.161184630 
493867.025441767 	2174305.161184630 
493867.161707568 	2174305.140113180 
493867.277004108 	2174305.106876790 
493867.172182884 	2174305.119084960 
493867.172189728 	2174305.139003020 
493867.245558767 	2174305.113526950 
493867.266520427 	2174305.103560720 
493867.203620620 	2174305.090303620 
493867.119785392 	2174305.163365330 
493867.119809728 	2174305.234185100 
493867.203649898 	2174305.175508660 
493867.276998025 	2174305.089171850 
493867.235073564 	2174305.105784640 
493867.140747052 	2174305.153399090 
493867.130273255 	2174305.178853550 
493867.193158993 	2174305.151167960 
493867.256058038 	2174305.162211940 
493867.256064121 	2174305.179916880 
493867.214141565 	2174305.202062470 
493867.151242901 	2174305.192125050 
493867.130279719 	2174305.197665050 
493867.193170780 	2174305.185471290 
493867.256065642 	2174305.184343120 
493867.224623725 	2174305.200952310 
493867.151239478 	2174305.182166020 
493867.130260327 	2174305.141230550 
493867.151215904 	2174305.113559370 
493867.119792997 	2174305.185496500 
493867.109310077 	2174305.184393550 
493867.130252722 	2174305.119099370 
493867.266518906 	2174305.099134480 
493867.245551923 	2174305.093608890 
493867.172177181 	2174305.102486580 
493867.109295628 	2174305.142344310 
493867.151232254 	2174305.161141400 
493867.235093716 	2174305.164432260 
493867.245592988 	2174305.213117250 
493867.172211402 	2174305.202076880 
493867.151247463 	2174305.205403760 
493867.203678415 	2174305.258500580 
493867.224651102 	2174305.280624550 
493867.224634752 	2174305.233042520 
493867.214138143 	2174305.192103440 
493867.182675310 	2174305.147851890 
493867.182697364 	2174305.212032300 
493867.224636273 	2174305.237468750 
493867.224637413 	2174305.240788430 
493867.182708010 	2174305.243015950 
493867.151245942 	2174305.200977520 
493867.193162795 	2174305.162233550 
493867.256069064 	2174305.194302150 
493867.214153732 	2174305.237472350 
493867.203668910 	2174305.230836600 
493867.277015895 	2174305.141180120 
493867.318939592 	2174305.122354210 
493867.256066403 	2174305.186556240 
493867.214146508 	2174305.216447730 
493867.256045110 	2174305.124588940 
493867.329406543 	2174305.076981690 
493867.339906955 	2174305.128986360 
493867.203679556 	2174305.261820250 
493867.140775950 	2174305.237497570 
493867.224591025 	2174305.105788240 
493867.214127877 	2174305.162226350 
493867.151263813 	2174305.252985790 
493867.130270213 	2174305.170001080 
493867.151218185 	2174305.120198720 
493867.203654081 	2174305.187680810 
493867.214165900 	2174305.272882240 
493867.235129458 	2174305.268448800 
493867.235108165 	2174305.206481500 
493867.098815749 	2174305.150093820 
493867.098814608 	2174305.146774150 
493867.182708010 	2174305.243015950 
493867.224637413 	2174305.240788430 
493867.245572075 	2174305.152256510 
493867.266516245 	2174305.091388570 
493867.276996884 	2174305.085852170 
493867.182668086 	2174305.126827270 
493867.109297909 	2174305.148983660 
493867.140738307 	2174305.127948240 
493867.235094097 	2174305.165538820 
493867.371389176 	2174305.229672410 
493867.298019377 	2174305.252935360 
493867.130281620 	2174305.203197840 
493867.172223569 	2174305.237486760 
493867.266562632 	2174305.226388750 
493867.266539058 	2174305.157782100 
493867.193156331 	2174305.143422050 
493867.140750854 	2174305.164464680 
493867.203655221 	2174305.191000480 
493867.235113868 	2174305.223079880 
493867.193184848 	2174305.226413970 
493867.098832860 	2174305.199888970 
493867.098802061 	2174305.110257700 
493867.203609974 	2174305.059319970 
493867.256040167 	2174305.110203670 
493867.245579680 	2174305.174387690 
493867.172217105 	2174305.218675260 
493867.035934574 	2174305.191058110 
493867.203661305 	2174305.208705420 
493867.465724055 	2174305.206402260 
493867.298012153 	2174305.231910740 
493867.046406468 	2174305.160070860 
493867.140750474 	2174305.163358120 
493867.224641596 	2174305.252960580 
493867.277071028 	2174305.301631160 
493867.193204621 	2174305.283955030 
493867.130300251 	2174305.257419230 
493867.098841225 	2174305.224233270 
493867.119786153 	2174305.165578440 
493867.172200375 	2174305.169986670 
493867.161713272 	2174305.156711560 
493867.109297529 	2174305.147877100 
493867.130272874 	2174305.177746990 
493867.203659784 	2174305.204279190 
493867.256064121 	2174305.179916880 
493867.235090294 	2174305.154473230 
493867.140753516 	2174305.172210590 
493867.119790716 	2174305.178857150 
493867.224613079 	2174305.169968660 
493867.266542100 	2174305.166634580 
493867.224626387 	2174305.208698220 
493867.182708771 	2174305.245229070 
493867.182708771 	2174305.245229070 
493867.277027682 	2174305.175483440 
493867.256066023 	2174305.185449680 
493867.172201135 	2174305.172199790 
493867.151228452 	2174305.150075810 
493867.172191249 	2174305.143429260 
493867.235087253 	2174305.145620760 
493867.308489750 	2174305.217521880 
493867.318975714 	2174305.227477300 
493867.245594889 	2174305.218650050 
493867.182694322 	2174305.203179830 
493867.245583862 	2174305.186559840 
493867.266545902 	2174305.177700160 
493867.245585764 	2174305.192092630 
493867.182699645 	2174305.218671660 
493867.161735706 	2174305.221998540 
493867.203660925 	2174305.207598870 
493867.245589946 	2174305.204264780 
493867.256073247 	2174305.206474300 
493867.245585383 	2174305.190986070 
493867.235099420 	2174305.181030650 
493867.235095237 	2174305.168858500 
493867.224614980 	2174305.175501450 
493867.245594509 	2174305.217543490 
493867.256082752 	2174305.234138270 
493867.245591467 	2174305.208691020 
493867.161706047 	2174305.135686950 
493867.140738687 	2174305.129054800 
493867.172206839 	2174305.188798170 
493867.224622584 	2174305.197632630 
493867.224616501 	2174305.179927690 
493867.172196192 	2174305.157814520 
493867.119777408 	2174305.140127590 
493867.119791096 	2174305.179963710 
493867.161733805 	2174305.216465740 
493867.203664727 	2174305.218664450 
493867.182685957 	2174305.178835540 
493867.151226170 	2174305.143436460 
493867.172199614 	2174305.167773550 
493867.203661685 	2174305.209811980 
493867.193180286 	2174305.213135260 
493867.172195052 	2174305.154494840 
493867.098792555 	2174305.082593730 
493867.119776647 	2174305.137914470 
493867.119776647 	2174305.137914470 
493867.308485568 	2174305.205349730 
493867.193159753 	2174305.153381080 
493867.109299050 	2174305.152303340 
493867.109295247 	2174305.141237750 
493867.193154050 	2174305.136782700 
493867.182672269 	2174305.138999420 
493867.214125215 	2174305.154480440 
493867.245574357 	2174305.158895870 
493867.266546283 	2174305.178806720 
493867.224630949 	2174305.221976930 
493867.161731143 	2174305.208719830 
493867.182674550 	2174305.145638770 
493867.245555726 	2174305.104674480 
493867.224600531 	2174305.133452220 
493867.172191630 	2174305.144535820 
493867.161705667 	2174305.134580390 
493867.214126356 	2174305.157800110 
493867.203657883 	2174305.198746390 
493867.172206839 	2174305.188798170 
493867.130261087 	2174305.143443660 
493867.088345375 	2174305.185507310 
493867.182703067 	2174305.228630690 
493867.224603573 	2174305.142304690 
493867.193141502 	2174305.100266250 
493867.172191249 	2174305.143429260 
493867.182700406 	2174305.220884780 
493867.172211402 	2174305.202076880 
493867.161709850 	2174305.146752530 
493867.151229973 	2174305.154502050 
493867.151238338 	2174305.178846340 
493867.109316541 	2174305.203205050 
493867.119799461 	2174305.204308000 
493867.161732664 	2174305.213146070 
493867.151231113 	2174305.157821730 
493867.172170717 	2174305.083675080 
493867.256078570 	2174305.221966120 
493867.235106644 	2174305.202055260 
493867.140760360 	2174305.192128650 
493867.067404630 	2174305.256334280 
493867.098830578 	2174305.193249620 
493867.203656362 	2174305.194320160 
493867.256065642 	2174305.184343120 
493867.203625944 	2174305.105795450 
493867.161725059 	2174305.191014890 
493867.203664347 	2174305.217557900 
493867.371402484 	2174305.268401970 
493867.381882363 	2174305.260652460 
493867.297995803 	2174305.184328710 
493867.224596349 	2174305.121280070 
493867.256051954 	2174305.144507000 
493867.266555028 	2174305.204257580 
493867.203669670 	2174305.233049720 
493867.245594129 	2174305.216436930 
493867.350391395 	2174305.134515550 
493867.287476761 	2174305.078102660 
493867.161682853 	2174305.068186850 
493867.224592926 	2174305.111321040 
493867.308460853 	2174305.133423400 
493867.277027302 	2174305.174376890 
493867.161736466 	2174305.224211660 
493867.130286563 	2174305.217583110 
493867.161725820 	2174305.193228010 
493867.182684816 	2174305.175515860 
493867.182693942 	2174305.202073270 
493867.245597931 	2174305.227502520 
493867.381872857 	2174305.232988490 
493867.360878498 	2174305.147790660 
493867.256048912 	2174305.135654530 
493867.193186750 	2174305.231946760 
493867.214161717 	2174305.260710090 
493867.235111587 	2174305.216440530 
493867.235086872 	2174305.144514200 
493867.287490449 	2174305.117938780 
493867.266535636 	2174305.147823070 
493867.214145748 	2174305.214234620 
493867.256083513 	2174305.236351390 
493867.329442665 	2174305.182104790 
493867.235091815 	2174305.158899470 
493867.067381816 	2174305.189940750 
493867.077842682 	2174305.126863290 
493867.140736786 	2174305.123522000 
493867.193170400 	2174305.184364730 
493867.287534936 	2174305.247406170 
493867.277043652 	2174305.221958920 
493867.235108926 	2174305.208694620 
493867.203661685 	2174305.209811980 
493867.266569477 	2174305.246306810 
493867.329468140 	2174305.256244230 
493867.287520867 	2174305.206463490 
493867.193162415 	2174305.161126990 
493867.151235676 	2174305.171100430 
493867.235111207 	2174305.215333970 
493867.235111207 	2174305.215333970 
493867.245556106 	2174305.105781040 
493867.245559148 	2174305.114633510 
493867.308479104 	2174305.186538230 
493867.297996563 	2174305.186541830 
493867.297987058 	2174305.158877860 
493867.266550845 	2174305.192085430 
493867.203668149 	2174305.228623480 
493867.140775570 	2174305.236391010 
493867.245583862 	2174305.186559840 
493867.360872415 	2174305.130085710 
493867.329426315 	2174305.134522760 
493867.203644575 	2174305.160016830 
493867.193149487 	2174305.123503990 
493867.297977172 	2174305.130107330 
493867.339921024 	2174305.169929040 
493867.214144987 	2174305.212021500 
493867.088346896 	2174305.189933550 
493867.140758459 	2174305.186595860 
493867.245594889 	2174305.218650050 
493867.193189792 	2174305.240799230 
493867.119812009 	2174305.240824450 
493867.214150310 	2174305.227513320 
493867.339928248 	2174305.190953660 
493867.350405083 	2174305.174351670 
493867.224615360 	2174305.176608010 
493867.193154050 	2174305.136782700 
493867.151226170 	2174305.143436460 
493867.109297529 	2174305.147877100 
493867.035909858 	2174305.119131790 
493867.130255384 	2174305.126845280 
493867.277020458 	2174305.154458820 
493867.318965067 	2174305.196493660 
493867.256053095 	2174305.147826680 
493867.182672269 	2174305.138999420 
493867.140757318 	2174305.183276180 
493867.224632851 	2174305.227509720 
493867.298017476 	2174305.247402570 
493867.266563773 	2174305.229708430 
493867.172188588 	2174305.135683340 
493867.172179462 	2174305.109125930 
493867.172190489 	2174305.141216140 
493867.172203797 	2174305.179945700 
493867.130286943 	2174305.218689670 
493867.172218626 	2174305.223101500 
493867.172209120 	2174305.195437520 
493867.130274776 	2174305.183279780 
493867.235108165 	2174305.206481500 
493867.235091055 	2174305.156686350 
493867.182682155 	2174305.167769950 
493867.119796419 	2174305.195455530 
493867.161726200 	2174305.194334570 
493867.203649898 	2174305.175508660 
493867.161713652 	2174305.157818120 
493867.130267931 	2174305.163361720 
493867.172201516 	2174305.173306350 
493867.266550465 	2174305.190978870 
493867.329448748 	2174305.199809730 
493867.308487469 	2174305.210882520 
493867.172210261 	2174305.198757200 
493867.151232634 	2174305.162247960 
493867.245568653 	2174305.142297480 
493867.245568653 	2174305.142297480 
493867.224605854 	2174305.148944040 
493867.224621824 	2174305.195419510 
493867.140760741 	2174305.193235210 
493867.046416734 	2174305.189947950 
493867.109318062 	2174305.207631280 
493867.203647997 	2174305.169975860 
493867.214127877 	2174305.162226350 
493867.193184848 	2174305.226413970 
493867.088370471 	2174305.258540200 
493867.035939897 	2174305.206549940 
493867.077855610 	2174305.164486290 
493867.140744010 	2174305.144546620 
493867.203640012 	2174305.146738130 
493867.203654841 	2174305.189893920 
493867.151246323 	2174305.202084080 
