X	Y
496885.333610409 	2172295.082725020 
496885.239270649 	2172295.161306970 
496885.239270649 	2172295.161306970 
496885.186842033 	2172295.103775180 
496885.354592116 	2172295.164606530 
496885.354592116 	2172295.164606530 
496885.218315369 	2172295.231023670 
496885.228799279 	2172295.232128400 
496885.438473428 	2172295.230985290 
496885.448948272 	2172295.180081870 
496885.365053264 	2172295.035137620 
496885.365053264 	2172295.035137620 
496885.249743177 	2172295.097124870 
496885.249743177 	2172295.097124870 
496885.260234419 	2172295.140278740 
496885.333605779 	2172295.056167670 
496885.365063487 	2172295.093785100 
496885.407000478 	2172295.105949910 
496885.407000478 	2172295.105949910 
496885.270702317 	2172295.049539300 
496885.365054228 	2172295.040670400 
496885.365054228 	2172295.040670400 
496885.365062716 	2172295.089358880 
496885.323118010 	2172295.032931810 
496885.281178705 	2172295.007488330 
496885.365056350 	2172295.052842520 
496885.448927632 	2172295.061680350 
496885.448927632 	2172295.061680350 
496885.333596713 	2172295.004159520 
496885.291661842 	2172295.004166830 
496885.312626577 	2172294.988671390 
496885.312626577 	2172294.988671390 
496885.365073133 	2172295.149112920 
496885.291689814 	2172295.164617500 
496885.291689814 	2172295.164617500 
496885.312648182 	2172295.112605700 
496885.312648182 	2172295.112605700 
496885.323139422 	2172295.155759570 
496885.354585365 	2172295.125877060 
496885.354585365 	2172295.125877060 
496885.291680940 	2172295.113715910 
496885.239266598 	2172295.138069290 
496885.239266598 	2172295.138069290 
496885.354568389 	2172295.028500110 
496885.406991412 	2172295.053941760 
496885.365070818 	2172295.135834240 
496885.365070818 	2172295.135834240 
496885.260223423 	2172295.077205030 
496885.260223423 	2172295.077205030 
496885.427958269 	2172295.050618440 
496885.427958269 	2172295.050618440 
496885.302147682 	2172295.016337120 
496885.323107979 	2172294.975390880 
496885.323107979 	2172294.975390880 
496885.375528493 	2172294.986447310 
496885.375528493 	2172294.986447310 
496885.386023207 	2172295.049519190 
496885.312646446 	2172295.102646690 
496885.365047669 	2172295.003047480 
496885.406989869 	2172295.045089310 
496885.323143859 	2172295.181210360 
496885.260230175 	2172295.115934500 
496885.260230175 	2172295.115934500 
496885.312649340 	2172295.119245030 
496885.239252901 	2172295.059503790 
496885.218290676 	2172295.089384460 
496885.260233647 	2172295.135852520 
496885.291680940 	2172295.113715910 
496885.291680940 	2172295.113715910 
496885.333611373 	2172295.088257800 
496885.354596167 	2172295.187844220 
496885.354588837 	2172295.145795080 
496885.354588837 	2172295.145795080 
496885.333600571 	2172295.026290650 
496885.312642395 	2172295.079409010 
496885.344117853 	2172295.218829620 
496885.344109558 	2172295.171247700 
496885.312631592 	2172295.017441850 
496885.291656055 	2172294.970970140 
496885.281185264 	2172295.045111240 
496885.281185264 	2172295.045111240 
496885.333613303 	2172295.099323370 
496885.323119746 	2172295.042890820 
496885.291665507 	2172295.025191400 
496885.291665507 	2172295.025191400 
496885.344091039 	2172295.065018290 
496885.281181020 	2172295.020767000 
496885.260224195 	2172295.081631260 
496885.260224195 	2172295.081631260 
496885.302169095 	2172295.139164880 
496885.354574755 	2172295.065016460 
496885.354574755 	2172295.065016460 
496885.323121868 	2172295.055062940 
496885.270716978 	2172295.133637580 
496885.270716978 	2172295.133637580 
496885.239240362 	2172294.987577630 
496885.239240362 	2172294.987577630 
496885.260219372 	2172295.053967350 
496885.239263511 	2172295.120364380 
496885.218298778 	2172295.135859830 
496885.218298778 	2172295.135859830 
496885.396504995 	2172295.038451800 
496885.375544311 	2172295.077184930 
496885.375544311 	2172295.077184930 
496885.323138844 	2172295.152439900 
496885.323110872 	2172294.991989230 
496885.344080623 	2172295.005264250 
496885.344080623 	2172295.005264250 
496885.333622176 	2172295.150224960 
496885.281188929 	2172295.066135810 
496885.302151348 	2172295.037361690 
496885.312648375 	2172295.113712250 
496885.312659564 	2172295.177892520 
496885.312659564 	2172295.177892520 
496885.323130356 	2172295.103751420 
496885.333613303 	2172295.099323370 
496885.312651269 	2172295.130310600 
496885.312651269 	2172295.130310600 
496885.302170445 	2172295.146910770 
496885.291677082 	2172295.091584780 
496885.281184107 	2172295.038471900 
496885.281187965 	2172295.060603030 
496885.312645867 	2172295.099327020 
496885.312645867 	2172295.099327020 
496885.323132864 	2172295.118136650 
496885.354583822 	2172295.117024610 
496885.396507888 	2172295.055050150 
496885.344086024 	2172295.036247830 
496885.291680940 	2172295.113715910 
496885.291680940 	2172295.113715910 
496885.302161957 	2172295.098222290 
496885.312630435 	2172295.010802510 
496885.312630435 	2172295.010802510 
496885.260222459 	2172295.071672250 
496885.323129777 	2172295.100431750 
496885.406998549 	2172295.094884350 
496885.406998549 	2172295.094884350 
496885.386029765 	2172295.087142110 
496885.386029765 	2172295.087142110 
496885.375539102 	2172295.047307910 
496885.365058858 	2172295.067227750 
496885.365058858 	2172295.067227750 
496885.239268334 	2172295.148028290 
496885.291679397 	2172295.104863460 
496885.291679397 	2172295.104863460 
496885.396501908 	2172295.020746900 
496885.406993727 	2172295.067220440 
496885.406993727 	2172295.067220440 
496885.333604236 	2172295.047315220 
496885.270704054 	2172295.059498300 
496885.281181020 	2172295.020767000 
496885.281181020 	2172295.020767000 
496885.365062812 	2172295.089912150 
496885.344094898 	2172295.087149420 
496885.281179091 	2172295.009701440 
496885.344092004 	2172295.070551070 
496885.344092004 	2172295.070551070 
496885.375557814 	2172295.154643870 
496885.365067731 	2172295.118129340 
496885.260204711 	2172294.969869070 
496885.260204711 	2172294.969869070 
496885.323112609 	2172295.001948240 
496885.386036324 	2172295.124765020 
496885.333615232 	2172295.110388930 
496885.302150769 	2172295.034042020 
496885.302150576 	2172295.032935470 
496885.344098177 	2172295.105960880 
496885.344098177 	2172295.105960880 
496885.312650883 	2172295.128097490 
496885.312650883 	2172295.128097490 
496885.333612724 	2172295.096003700 
496885.407006073 	2172295.138040040 
496885.407006073 	2172295.138040040 
496885.417486124 	2172295.117013650 
496885.312646446 	2172295.102646690 
496885.323117238 	2172295.028505590 
496885.323117238 	2172295.028505590 
496885.218294920 	2172295.113728700 
496885.218294920 	2172295.113728700 
496885.291670330 	2172295.052855310 
496885.365040339 	2172294.960998340 
496885.396499400 	2172295.006361670 
496885.333609830 	2172295.079405350 
496885.302144789 	2172294.999738780 
496885.302144789 	2172294.999738780 
496885.407004336 	2172295.128081040 
496885.365076798 	2172295.170137490 
496885.365062330 	2172295.087145760 
496885.365062330 	2172295.087145760 
496885.490865779 	2172295.080484490 
496885.365074483 	2172295.156858810 
496885.365074483 	2172295.156858810 
496885.323138265 	2172295.149120230 
	
	
