X		Y
491532.634436596	2171541.319676421
491532.676379555	2171541.332935228
491532.697360471	2171541.359482643
491532.718322515	2171541.346194034
491532.728806158	2171541.345082511
491532.644945925	2171541.372786153
491532.571563571	2171541.387206152
491532.592524042	2171541.370597874
491532.686883121	2171541.373872841
491532.707850406	2171541.371649794
491532.665902204	2171541.347325425
491532.613475601	2171541.335178141
491532.676370643	2171541.314123771
491532.697350510	2171541.338458074
491532.613499716	2171541.386079728
491532.487699146	2171541.406057342
491532.487683943	2171541.373967213
491532.592531905	2171541.387196218
491532.718341912	2171541.387136615
491532.728820312	2171541.374959530
491532.634469623	2171541.389389462
491532.540113690	2171541.392753833
491532.571551514	2171541.361755359
491532.676386894	2171541.348427014
491532.655416462	2171541.344010724
491532.592513033	2171541.347360193
491532.644954837	2171541.391597608
491532.697369907	2171541.379400655
491532.676408388	2171541.393795819
491532.644962176	2171541.407089396
491532.592531381	2171541.386089662
491532.602997200	2171541.347355227
491532.655423277	2171541.358395954
491532.686904615	2171541.419241646
491532.655447392	2171541.409297541
491532.613499716	2171541.386079728
491532.582051408	2171541.394947078
491532.603018169	2171541.391617475
491532.665918456	2171541.381628668
491532.760282251	2171541.394862641
491532.707887102	2171541.449108730
491532.582055602	2171541.403799527
491532.540081187	2171541.324147347
491532.613476650	2171541.337391254
491532.686888364	2171541.384938403
491532.718358687	2171541.422546414
491532.686908809	2171541.428094096
491532.623987553	2171541.393820653
491532.602997200	2171541.347355227
491532.623959244	2171541.334066618
491532.728826603	2171541.388238204
491532.728826603	2171541.388238204
491532.686897276	2171541.403749858
491532.603006636	2171541.367273238
491532.592517751	2171541.357319199
491532.655426947	2171541.366141848
491532.686886791	2171541.381618734
491532.655440577	2171541.394912309
491532.603008209	2171541.370592907
491532.602998772	2171541.350674895
491532.644943304	2171541.367253371
491532.665933134	2171541.412612243
491532.571564096	2171541.388312708
491532.571543126	2171541.344050459
491532.634469623	2171541.389389462
491532.718389617	2171541.487833232
491532.718376511	2171541.460169326
491532.686890985	2171541.390471184
491532.676408912	2171541.394902376
491532.697368334	2171541.376080987
491532.697376722	2171541.393785885
491532.697386158	2171541.413703898
491532.634489544	2171541.431438600
491532.561088316	2171541.406022574
491532.571552562	2171541.363968471
491532.602977279	2171541.305306090
491532.665882284	2171541.305276288
491532.739299238	2171541.363889001
491532.760267572	2171541.363879067
491532.718301546	2171541.301931785
491532.613481368	2171541.347350259
491532.582070281	2171541.434783102
491532.623999610	2171541.419271448
491532.697365189	2171541.369441649
491532.686884170	2171541.376085953
491532.686917721	2171541.446905551
491532.686917721	2171541.446905551
491532.770753836	2171541.368300325
491532.739286133	2171541.336225095
491532.644941207	2171541.362827146
491532.655434810	2171541.382740191
491532.697370955	2171541.381613767
491532.686893082	2171541.394897408
491532.760301647	2171541.435805222
491532.676396855	2171541.369451583
491532.655413317	2171541.337371386
491532.697332162	2171541.299728606
491532.728791480	2171541.314098937
491532.707840445	2171541.350625226
491532.623964487	2171541.345132180
491532.571507478	2171541.268804635
491532.581985354	2171541.255520993
491532.613481892	2171541.348456816
491532.707879762	2171541.433616943
491532.697374101	2171541.388253105
491532.676380604	2171541.335148340
491532.676400524	2171541.377197476
491532.655466264	2171541.449133564
491532.634485874	2171541.423692706
491532.665903253	2171541.349538538
491532.676383225	2171541.340681121
491532.655443722	2171541.401551647
491532.655473604	2171541.464625353
491532.665946240	2171541.440276148
491532.655423801	2171541.359502510
491532.697347889	2171541.332925294
491532.760286444	2171541.403715090
491532.728857008	2171541.452418465
491532.665932086	2171541.410399131
491532.676400000	2171541.376090920
491532.728827651	2171541.390451317
491532.718343484	2171541.390456283
491532.655429568	2171541.371674629
491532.571557805	2171541.375034033
491532.592533478	2171541.390515886
491532.644948546	2171541.378318933
491532.676388991	2171541.352853239
491532.655423277	2171541.358395954
491532.634466478	2171541.382750125
491532.623981262	2171541.380541979
491532.634449702	2171541.347340326
491532.676363304	2171541.298631984
491532.697331638	2171541.298622050
491532.686875258	2171541.357274497
491532.655452634	2171541.420363103
491532.644968467	2171541.420368070
491532.655426947	2171541.366141848
491532.634454420	2171541.357299331
491532.644965322	2171541.413728733
491532.718392238	2171541.493366013
491532.718382802	2171541.473448001
491532.676403146	2171541.382730257
491532.655410695	2171541.331838605
491532.686861628	2171541.328504035
491532.770766418	2171541.394857673
491532.781260022	2171541.414770719
491532.707854075	2171541.379395688
491532.613474029	2171541.331858473
491532.613478223	2171541.340710922
491532.707857745	2171541.387141582
491532.791758343	2171541.444642770
491532.781262643	2171541.420303501
491532.697339501	2171541.315220395
491532.644905559	2171541.287581322
491532.644936489	2171541.352868140
491532.686890461	2171541.389364628
491532.728817167	2171541.368320193
491532.718326709	2171541.355046484
491532.676408388	2171541.393795819
491532.665933134	2171541.412612243
491532.686884694	2171541.377192509
491532.707814234	2171541.295297415
491532.665869178	2171541.277612383
491532.613488707	2171541.362842047
491532.623997513	2171541.414845222
491532.644968467	2171541.420368070
491532.686886791	2171541.381618734
491532.739296093	2171541.357249662
491532.749793366	2171541.384908602
491532.655456304	2171541.428108996
491532.582049311	2171541.390520853
491532.613482416	2171541.349563372
491532.697370955	2171541.381613767
491532.728845475	2171541.428074228
491532.676409436	2171541.396008932
491532.592513033	2171541.347360193
491532.634449178	2171541.346233769
491532.676409961	2171541.397115489
491532.718356590	2171541.418120189
